index,need,cpu,graphicard,hardisk,ram,screen
1377,A nice looking computer would be suitable for me.,2,1,1,3,2
1378,I need a computer with a reasonable price.,2,1,1,3,2
1379,I would use the new computer with my wife so I want it to look sleek and have a good speaker.,2,1,1,3,2
1380,I need a computer that is good for multitasking.,2,1,1,3,2
1381,I don't want to annoy others so I need a quiet computer.,2,1,1,3,2
1382,I need a new gaming laptop with some good build quality. I also want it to be thin and light so that I can carry it around.,2,1,1,3,2
1383,I need a engineering work station so the computer should be fast.,2,1,1,3,2
1384,I need a computer to handle my school work so it should run fast.,2,1,1,3,2
1385,I don't play many games but I still hope the computer would play games well.,2,1,1,3,2
1386,I need some good price for my computer as I am lacking money.,2,1,1,3,2
1387,I am a student so I need a computer that come with the perfect size and run games well.,2,1,1,3,2
1388,I want an amazing touch pad for my computer.,2,1,1,3,2
1389,I need a fast computer with a low budget.,2,1,1,3,2
1390,I know something about computer and all I want is a good-looking computer that play games well.,2,1,1,3,2
1391,I hope the computer will fit with my budget.,2,1,1,3,2
1392,Specs are what I look into when buying a new computer so the keyboard and trackpad must be decent.,2,1,1,3,2
1393,Photo editing is my job so I would need a computer that have good screen resolution. I also want a fantastic keyboard to come with it. I may bring it around so it should be great looking and light.,2,1,1,3,2
1394,I need a computer with a reasonable price.,2,1,1,3,2
1395,I enjoy playing games and I would like the games to display well with good speaker and good graphic performance.,2,1,1,3,2
1396,I am finding for a new gaming laptop. It should produce less heat with a lower power consumption. I want it to boot and startup fast. The screen should be bright with low light leckage and high colour representation that come with wide viewing angles. I also need a solid build that it only produce low fan noise. I don't want it to be too heavy. A good keyboard is preferrable.,2,1,1,3,2
1397,I am trying to find a new gaming laptop that plays my games fast and quietly. I also want to have a cool back-lit keyboard.,2,1,1,3,2
1398,"I enjoy playing games on my laptop so I need a new one that have good specs with a reasonable price. I want to to boot up quickly for me to use it. I also want it to have decent battery life for me to play games. For the design, it must be good and have a backlit keyboard.",2,1,1,3,2
1399,"I pay attention to gaming experience so I need a new laptop with amazing gaming performance. It should boot up as soon as possible. For the specs, I need excellent touch pad, good back-lit keyboard, perfect speakers and subwoofer audio. By the way, I hope the computer would run quietly.",2,1,1,3,2
1400,"I am buying my first laptop and I have thought of some requirement for it. First, the processor should be fast. Second, the storage space should be large and the battery life should be decent for my games. Third, when I am playing games, I want to keys to be comfortable and the display to be good. Fourth, I sometimes do video conferencing so I need a good front camera. Fifth, I need a superb charging speed as I may need the computer to work at anytime. Last but not least, I hope the price won't be too high.",2,1,1,3,2
1401,I am considering to change my old computer and what I need is a computer with a high performance-cost ratio and long battery life. I also want it to look good.,2,1,1,3,2
1402,I am looking for a computer that will boot fast and play games with ease.,2,1,1,3,2
1403,I want to find a laptop that can play games with my friends so I need it to have great performance for gaming and be cheap.,2,1,1,3,2
1404,"As a college student, I am finding a sturdy computer with a nice revolving camera.",4,3,5,4,6
1405,"I need a computer for my work and I want it to be light and easy to carry for my meetings. Also, the battery life and screen should be good so I can show my clients my slides.",4,3,5,4,6
1406,One of my flight attendent mentioned she wanted a light computer.,4,3,5,4,6
1407,I am planning to buy a computer as a present and all she wanted is a computer that is lightweight and has a long battery life.,4,3,5,4,6
1408,I need a computer with great performance and cost.,4,3,5,4,6
1409,I travel a lot so I would like to have a sturdy and handy laptop.,4,3,5,4,6
1410,I am replacing my old laptop for a better-sized laptop.,4,3,5,4,6
1411,I need a perfect laptop for my office work in which it should be small and handy.,4,3,5,4,6
1412,My husband has to go for business trip so he needs a laptop with perfect size.,4,3,5,4,6
1413,I want to have the best laptop with the least money.,4,3,5,4,6
1414,I am finding a new computer that has a high performance-cost ratio.,3,5,1,3,1
1415,I don't have an unlimited budget so I want a computer with a large screen and a fast processor. The keyboard action should be quick. It would be great if it comes with a DVD player with a great price.,3,3,1,3,1
1416,My budget is limited and I need a computer with a great price.,3,3,1,3,1
1417,I want to have a new computer that comes with the highest performance-cost ratio.,3,3,1,3,1
1418,My regular computer needs repairment so I am finding a new one with nice display in a low cost.,3,3,1,3,1
1419,I enjoy surfing the internet with no cords needed in a good price.,3,3,1,3,1
1420,The only requirement I have for my computer is it has to be easy to use.,3,3,1,3,1
1421,"I need everything to be easy on my computer, including setup and usage.",3,3,1,3,1
1422,I am getting a new computer with impressing specs to play games well.,3,3,1,3,1
1423,My old computer is not working and I need a fast and well built one.,3,3,1,3,1
1424,"I have been doing a lot of research on computers and I have been longing for a computer that is light and fast. For the keyboard, it should have an excellent layout and the keys should great when typing. I need a responsive touchpad. I hope the computer won't get overheat at all. For the screen, I want no reflection on it and it should have great viewing angles being crystal clear. I want the bootup time to be as short as possible. For the connectivity, I need it to do well in both Wifi and Bluetooth. The data transfer should be fast. For the specs, I need an outstanding SDD and enough space for my files. It would be better to feature a Wireless Display option. I want minimal amount of fan noise. Moreover, the camera and the speakers should be good with a decent price.",2,1,1,3,2
1425,I need a nice computer for my work and it should come with awesome specs with a great price. It would be nice to be featured with a great red backlit keyboard. The image should be colourful on an anti-glare screen.,2,1,1,3,2
1426,My work requires for a better computer that comes with a sturdy keyboard with useful backlighting. It should be fast and able to store lots of data. It should also come with good price and decent battery life.,2,1,1,3,2
1427,"As a fairly active gamer, I need a computer that is solid and bootup fast. The wireless connectivity should be good as well.",2,1,1,3,2
1428,I am planning to replace my old computer and I need the new one to run games fabulously. It should startup fast. Aesthetics seems important to me. The keyboard would be better to be lighted up. A good graphic card should come with a low cost.,2,1,1,3,2
1429,I am finding a computer to do a couple of gaming so it should run games smoothly with amazing graphics. The keyboard should be comfortable for me with a low cost.,2,1,1,3,2
1430,I work in IT for a living and I am buying myself a economical computer that does not have a reflective screen.,2,1,1,3,2
1431,I am looking for a new economical computer for myself and it should bootup fast and have a beautiful display. The keyboard would be good with great red backlit keys and separated number keypad.,2,1,1,3,2
1432,I want to find a computer with high performance-cost ratio that would be perfect to use in trips.,2,1,1,3,2
1433,I am a console gamer but now I am finding a gaming laptop that has amazing speed and awesome graphics. The bottom line is that it must play games well.,2,1,1,3,2
1434,I need some great specs for my computer.,2,1,1,3,2
1435,Our business need a computer that comes with a high performance-cost ratio.,2,1,1,3,2
1436,I plan to do some laptop gaming so it should play games well and fast.,2,1,1,3,2
1437,A computer with a high performance-cost ratio is what I need.,2,1,1,3,2
1438,I am finding a replacement for a higher performance-cost ratio.,2,1,1,3,2
1439,I need a fast computer.,2,1,1,3,2
1440,I play games so I need a laptop to perform well in those.,2,1,1,3,2
1441,My old computer doesn't perform games well so I need a new one. I also want a red lit keyboard to come with it.,2,1,1,3,2
1442,I am a video editor and I need a good looking computer.,2,1,1,3,2
1443,I want a computer that run games without issues.,2,1,1,3,2
1444,I want a computer that is thinner than my previous computer.,2,1,1,3,2
1445,I need the best use of my money on a good computer.,2,1,1,3,2
1446,I need a fast computer.,2,1,1,3,2
1447,I want a powerful computer to come with a low price.,2,1,1,3,2
1448,I need a computer that comes with a slim profile DVD burner.,3,3,1,4,1
1449,"I am going back to college later and so I need a laptop with a huge screen and a number pad on the keyboard. Of course, the price should be good.",3,3,1,4,1
1450,Price is what I look into when purchasing a new computer.,3,3,1,4,1
1451,I want to have the best use of the money I would spend on the computer.,3,3,1,4,1
1452,I have limited budget so the computer should come with a good price.,3,3,1,4,1
1453,A fast computer with a good price is what I want.,3,3,1,4,1
1454,My brother needs a fast computer as his Christmas present.,3,3,1,4,1
1455,I want a computer that do super fast startup and have a good processor. I want it to be light and have a thin screen so I can carry it around. I also want adequate RAM to store my data.,3,3,1,3,2
1456,I need a light computer which can turn on fast and run cool. I need to have a good screen with it. I also need to have a decent battery life to get my work done.,3,3,1,3,2
1457,I want a computer with high performance-cost ratio.,3,3,1,3,2
1458,"I need the computer to boot up fast. For the weight, I prefer a light one. And for the battery life, I prefer a longer one.",3,3,1,3,2
1459,I need a computer with a reasonable price. I need to take it to my class so it's better to be small and have a good screen to work with. I need to store my work so I need a decent CPU. I like a traditional layout. I need the track pad to be functional and I should type fast and accurately on the keyboard. Hopefully the speakers are decent too.,3,3,1,3,2
1460,I want a light computer which can runs fast.,3,3,1,3,2
1461,I need a fast laptop with good configuration.,3,3,1,3,2
1462,"The computer should boot up and connect to the Wifi in a super fast way, but I don't want the price to be too high and the diplay should be great also.",3,3,1,3,2
1463,I need a computer with a nice and sleek look and large space for my programmes.,3,3,1,3,2
1464,"I need a few criteria for my new computer. First, I need a sturdy but light lid. Second, I need a good selection of ports. Third, I need the colours to look vivid on the screen. Fourth, I need the viewing angles to be decent. Fifth, I need the computer to have a decent battery life. Sixth, I need the computer to have a backlit keyboard which is quiet while typing. Seventh, I want the fan noise to be manageable. Last but not least, I want the bluetooth connection to be as fast as it can be.",3,3,1,3,2
1465,I need a computer with cool extra hard drive that is fast and clear.,3,3,1,3,2
1466,I want a quick laptop with amazing display.,3,3,1,3,2
1467,I need a computer with a high performance-cost ratio and a large memory. I want the computer to boot up quick and last long for the battery.,3,3,1,3,2
1468,"I need a light computer that runs fast. For the keyboard, it would be better if it is back-lit. The USB port access should be great. The screen would be better if it has vibrant resolution. The battery life should be reasonable for a laptop. I want it to have a high performance-cost ratio.",3,3,1,3,2
1469,"I want the computer to stay within a reasonable price range, having a sensible fingerprint sensor and large amount of storage.",3,3,1,3,2
1470,I want a fast and light computer.,3,3,1,3,2
1471,I need a computer which is fast and light. I want the design to be sleek. I need good storage capabilities to store my things and good speakers for gaming.,3,3,1,3,2
1472,"The computer should be light for me to carry it around. I need a good SSD and HDD combination for speed and power. I need good keyboard, touchpad and fingerprint scanner.",3,3,1,3,2
1473,I love computer with great design.,3,3,1,3,2
1474,I want the computer to be light enough for me to carry it around.,3,3,1,3,2
1475,I need the screen to be great enough but not affecting the weight.,3,3,1,3,2
1476,I want a fast computer with a nice fingerprint scanner to accelerate.,3,3,1,3,2
1477,I need a computer that is light and start up fast. I don't want the keyboard to be too fancy though.,3,3,1,3,2
1478,I need a light computer.,3,3,1,3,2
1479,The computer should have a light but large enough screen accomplished with speed.,3,3,1,3,2
1480,The computer should be light.,3,3,1,3,2
1481,I need a computer which can be opened as soon as possible and have strong wireless connection. I hope it will be portable. And I hope it runs fast on the programming.,3,3,1,3,2
1482,I need a fast computer in both typing responsiveness and log in time. I also need good Bluetooth connection to the other devices.,3,3,1,3,2
1483,I want a quick computer with reasonable price.,3,3,1,3,2
1484,I need a computer with great screen.,3,3,1,3,2
1485,I need a good looking computer which stays within my budget.,3,3,1,3,2
1486,"The computer should be slim, light and looking good. Of course, it should run fast for me to use.",3,3,1,3,2
1487,The screen and touch pad should be great for my computer.,3,3,1,3,2
1488,I need a quick and responsive computer.,3,3,1,3,2
1489,I need a thin computer with an appealing design and a light weight. I need it to perform well in running small applications and programming. I hope the keyboard is light-up and easy-to-type.,3,3,1,3,2
1490,I need a fast computer.,3,3,1,3,2
1491,I need a well-built computer which is light and sleek so I can carry it around.,3,3,1,3,2
1492,"I want a computer that bring up my application quickly and I can work on a large screen with sharp imaging. I would also look into the design, which I hope it to be light, slim and attractive.",3,3,1,3,2
1493,I need the screen to be nice and big while maintaining a light weight.,3,3,1,3,2
1494,I need to have plenty of ports on the computer.,3,3,1,3,2
1495,I want a light computer with a backlit keyboard and a clear bright screen. The computer should start up quickly with impressive specs. I also need some really good hard drive.,3,3,1,3,2
1496,I need a eye-catching display and a satisfying backlit keyboard for the computer.,3,3,1,3,2
1497,I need a fast computer.,3,3,1,3,2
1498,I want to have a new computer that is easy to setup. The speakers should be good though.,3,3,1,2,1
1499,"I am finding a replacement computer and it should be fast, light and easy to use.",3,3,1,2,1
1500,My old computer needs replacement and I need a new one with a good screen size and tight and responsive keys.,3,3,1,2,1
1501,I am looking for a high quality computer with a great price.,3,3,1,2,1
1502,The computer I want should handle all my needs with a good price.,3,3,1,2,1
1503,I expect to see some good pictures on the screen.,3,3,1,2,1
1504,My old computer died so I need a new one immdiately with good picture and sound in a right price.,3,3,1,2,1
1505,I am purchasing a new computer mainly for gaming so it should play games smoothly and have a gorgeous screen.,2,1,1,3,1
1506,"I am new to gaming laptop and I want some really good red back-lit keys because that looks cool. Of course the computer should run games great, and I don't want to wait too long for the game to be loaded. I need some nice graphics on the computer. Accessible fan settings would be prefect for me.",2,1,1,3,1
1507,"I cannot play certain games with my friend on my old computer so I need a new laptop that play games well and stay in a good price. I also want it to run smoothly, cool and quietly. A sturdy computer with cool red backlit keyboard would be perfect.",2,1,1,3,1
1508,I am planning to buy a new computer and I want it to play games well without a high price.,2,1,1,3,1
1509,"The old computer is not satisfying so I want to find a new computer that comes with great value. I need it to run games perfectly under powerful CPU and GPU. I may store a lot of games so I need as much storage as it can. Moreover, it should boot up fast and have smooth keys. I want it to look great with some great display.",2,1,1,3,1
1510,I need a new computer to go to work so it should be fast and sturdy. I do love a good backlit keyboard.,2,1,1,3,1
1511,"I want to have a new gaming laptop and I want a nice display to come with it. I also want it to be responsive, quiet and light.",2,1,1,3,1
1512,Speed is the particular area I look into when purchasing a new computer.,2,1,1,3,1
1513,I have got some expectations on my new computer as I need an amazing monitor and a good keyboard.,2,1,1,3,1
1514,I am finding a fantastic bargain for my gaming computer.,2,1,1,3,1
1515,I need some recommendations for an awesome gaming laptop.,2,1,1,3,1
1516,"I don't want an overheated computer so the cooling system should be quiet and efficient. I want the audio sound to be decent. Also, it should do quick boot up.",2,1,1,3,1
1517,My dream gaming laptop is the one that runs games well.,2,1,1,3,1
1518,I would have no complaints as long as the new computer would start up in seconds.,2,1,1,3,1
1519,I need a present for my husband and I hope it can with a reasonable price.,2,1,1,3,1
1520,I enjoy playing games and I want a new laptop that is good for gaming with a great price.,2,1,1,3,1
1521,I am finding a new laptop for gaming and a short boot up time is expected.,2,1,1,3,1
1522,I am buying a new gaming laptop for my husband and I want a red backlit keyboard so it would be warm and comfortable to his eyes. I also need it to have strong fan sound so I know the cooling system is working well. Of course it should be fast.,2,1,1,3,1
1523,I don't have a huge budget for my new computer so it should come with a good price.,2,1,1,3,1
1524,A well-priced computer would be perfect for me.,2,1,1,3,1
1525,I like to have good design on my new computer and it should own a reasonable price.,2,1,1,3,1
1526,I am into gaming and I am finding a new computer that is fast and own a gorgeous screen.,2,1,1,3,1
1527,I have a number of games that I would like to try on my new laptop so it should have a large storage that is great for gaming.,2,1,1,3,1
1528,I want to play games well on a fast computer.,2,1,1,3,1
1529,I did a lot of research on my new computer and my wish is to have a fast computer that play games well.,2,1,1,3,1
1530,Speed is what I look into when purchasing a new computer.,2,1,1,3,1
1531,I would do a lot of checks to make sure I buy the fastest computer with the best price.,3,5,1,3,3
1532,I am finding a work only computer that is fast and has plenty of memory.,3,3,3,3,2
1533,I need a business flagship with a great price.,3,3,3,3,2
1534,I need a computer that has solid performance with reasonable price.,3,3,3,3,2
1535,I don't enjoy waiting so I need a computer that startup and shutdown fast.,3,3,3,3,2
1536,My old computer is too slow and heavy so I want a completely different one.,3,3,3,3,2
1537,I hope I can afford a fast computer.,3,3,3,3,2
1538,My son needs a computer with a good screen size for his animation classes.,3,3,1,3,2
1539,I am finding a new computer for myself that has responsive keys and a beautiful screen.,3,3,1,3,2
1540,I need a computer with a good hardware.,3,3,1,3,2
1541,My friend askes me to buy her a lightweight computer.,3,3,1,3,2
1542,I need a fast computer to do basic home stuff.,3,3,1,3,2
1543,My wife says she needs a computer that is easy to use and works well with Wifi.,3,3,1,3,2
1544,I want the new computer to come with a cool touch screen.,3,3,1,3,2
1545,The money I paid should be exchanged for the best computer.,3,3,1,3,2
1546,I need a state-of-the-art laptop that comes with a low price.,3,3,1,3,2
1547,All I need is a computer with a long battery life and a great touch screen.,3,3,1,3,2
1548,I need a recommendation of a handy and light computer for my sister.,3,3,1,3,2
1549,My family and I need a fast computer with a high performance-cost ratio.,3,3,1,3,2
1550,I don't have a huge budget so I need a computer with a good price.,3,3,1,3,2
1551,My next semester is coming and I am finding a new computer to cope with the work. The computer should play games easily with an amazing price.,2,5,1,4,2
1552,I am a student and I want a computer that has a powerful quad core and sturdy construction. I don't want the cost to surpass my budget.,2,5,1,4,2
1553,I pay attention to my gaming experience but I also want a low price for a good computer.,2,5,1,4,2
1554,It would be enjoyable to have a computer that is speedy with an amazing sound system.,2,5,1,4,2
1555,I go on a lot of business travell so what I need is a computer that is light and doesn't take up much space. I need some good build quality to come with the computer. I also hope it would be easy to upgrade. A decent keyboard and a responsive touchpad are also necessary.,2,5,1,4,2
1556,I dont want my computer to slow down so a no is for those bloatware.,2,5,1,4,2
1557,I use CAD programmes so I am finding a computer that run those programmes well.,2,5,1,4,2
1558,I dislike bloatware so it's better to be none of them.,2,5,1,4,2
1559,"I want a replacement for my old computer and I need a new one that comes with amazing build quality. For the specs, a good keyboard and wonderful display quality and resolution are expected. Moreover, the price should be reasonable.",2,5,1,4,2
1560,"I would just use the computer for some light use so all I need is fast, cheap and good graphics.",2,5,1,4,2
1561,I don't have much requirements for a new computer but I need it to run fast and setup easily.,2,5,1,4,2
1562,"I am finding a new computer for myself and I want it to boot up fast and handle several games well. Of course, the price can't be too high.",2,5,1,4,2
1563,I work at home so it's important for me to have a computer that is fast and priced well.,2,5,1,4,2
1564,I do a lot of professional tasks so I need a computer that run tons of programmes well with a fair price.,2,5,1,4,2
1565,I can't use my old computer anymore and I need a new one that is fast and reasonably priced. An awesome keypad is also needed.,2,5,1,4,2
1566,I am looking for a different brand from my current computer which would be fast and well priced.,2,5,1,4,2
1567,I am finding a fast computer.,2,5,1,4,2
1568,I hope my money is well spent on a high quality computer.,2,5,1,4,2
1569,"I am going to buy a new computer and I want it to have decent graphics and storage. I take my laptop around the campus so it should be sleek and light. Moreover, the price should be reasonable.",2,5,1,4,2
1570,I am searching a good computer for school work and I think a computer with great graphic card and plenty of storage would be perfect. It's even better with a low price.,2,5,1,4,2
1571,I need a computer that comes with a high performance-cost ratio.,2,5,1,4,2
1572,"I am purchasing a new computer and I want it to have good hinges because I broke those of my last computer. A good graphic card and lots of RAM would be good for me to do gaming. I don't like backlight on the keyboard because that would harm my eyes. The computer should not be too heavy for me. Last but not least, I don't want to spend too much on it.",2,5,1,4,2
1573,I like playing games so games should be able to run fast on the new computer.,2,5,1,4,2
1574,I am leaving my old computer for my family and finding myself a new computer that run games well.,2,5,1,4,2
1575,My wife needs a new computer and I am planning to gift her one that have nicely arranged keyboard and low cost.,2,5,1,4,2
1576,My wife wants to play more demanding games so she needs a computer that handles games well and quick. There should be tons of storage for her to store the games. The computer should also be thin and light. A great battery life is expected.,2,5,1,4,2
1577,My husband wants a faster computer that his current one.,2,5,1,4,2
1578,I like taking my laptop around so I like it to be light and good looking.,2,5,1,4,2
1579,I do play some kinds of games and I need a new computer that work the games perfectly. A wonderful screen should come with an excellent price.,2,5,1,4,2
1580,I enjoy gaming and hope the new computer works great on that.,2,5,1,4,2
1581,My grandson wants a new computer that would be great for gaming.,2,5,1,4,2
1582,A light computer is what I need.,2,5,1,4,2
1583,Price is what I look into when purchasing a new computer.,2,5,1,4,2
1584,I hope the money I spent would be exchanged for a good computer.,2,5,1,4,2
1585,I am finding the best computer with the most reasonable price that can run games smoothly.,2,5,1,4,2
1586,I have got a number of needs on my new computer so I am hoping for a cheap computer that fits all my needs.,2,5,1,4,2
1587,I do some light gaming and I am finding an economical computer.,2,5,1,4,2
1588,A cheap yet powerful computer is what I need.,2,5,1,4,2
1589,I hope the new computer meet up my expectations with the money I paid.,2,5,1,4,2
1590,A reasaonably priced computer is what my wife needs.,2,5,1,4,2
1591,I need to replace my old computer and I need the new one to be cost effective with a big screen. I don't want any bloatware. Good RAM and processor are expected.,2,5,1,4,2
1592,I like sleek looking computer.,2,5,1,4,2
1593,I want to gift a nicely priced computer to my brother-in-law.,2,5,1,4,2
1594,Price is an important element when I purchase a new computer.,2,5,1,4,2
1595,I am on budget gaming but I need a computer that turns on quickly.,2,5,1,4,2
1596,Specs are important aspect that I look into when purchasing a new computer.,2,5,1,4,2
1597,I want to play games with my friends so I need a new computer that can do well in that aspect.,2,5,1,4,2
1598,I don't have a huge budget so the new computer should be cost-effective.,2,5,1,4,2
1599,I do a lot of research online and I am finding a new computer with a reasonable price.,2,5,1,4,2
1600,I need a computer that comes with reasonable price and runs games well.,2,5,1,4,2
1601,Price is what I concern when purchasing a new computer.,2,5,1,4,2
1602,I want a aesthetically beautiful so I would be happy to carry it around.,2,5,1,4,2
1603,I like beautiful things so my computer should have awesome looks.,2,5,1,4,2
1604,My wife would like to have a computer with a high performance-cost ratio.,2,5,1,4,2
1605,I have a lot of things to be done so I need a quick processor on my computer.,2,5,1,4,2
1606,I don't plan to use the computer for studying so I just need the computer to play games well.,2,5,1,4,2
1607,I would do as much research as I could to find the best use of my money for a powerful computer.,2,5,1,4,2
1608,I need a slim computer with high screen resolution but come with a reasonable price.,2,5,1,4,2
1609,I would need to have enough RAM to store all my files.,2,5,1,4,2
1610,"As a college student, I don't have high expectations on a cheap computer. It just need to have nice build quality.",2,5,1,4,2
1611,"As a person who is into light gaming and video editing, I need a computer that goes perfect for both the aspect.",2,5,1,4,2
1612,"I work all time on computer so I am finding a new laptop that is fast, sleek and flat. The finger pad should be sensitive, and the price should be reasonable.",2,5,1,4,2
1613,I am considering changing my old computer and what I want is a computer that run most games well within a reasonable price range.,2,5,1,4,2
1614,I am finding a beautiful laptop with a good screen size and a full keyboard.,2,5,1,4,2
1615,I need a computer as a present for my little brother and he like it to be aesthetically pleasing and response fast. I just want the price to be reasonable.,2,5,1,4,2
1616,I am buying a new computer for myself on Black Friday and I want it to play games well. The graphic card should be great and the computer should work fast and well-organized. I don't prefer a heavy computer. The screen would be better to be bright enough. The keyboard should be comfortable along with a useful numpad. I hope the price won't be too high with the those features.,2,5,1,4,2
1617,I need a good computer with good price.,2,5,1,4,2
1618,I need a computer with high performance-cost ratio.,3,2,2,4,2
1619,I don't want the computer to be heavy or look dull. I need it to be fast.,3,2,2,4,2
1620,I hope there is not much trial software on the computer.,3,2,2,4,2
1621,"I need a computer which include a CD drive and run fast with Wifi, and of course the price should be reasonable.",3,2,2,4,2
1622,I want to computer to have a low price.,3,2,2,4,2
1623,A fast computer with a great screen resolution is what I need.,3,2,2,4,2
1624,I need the look of the computer to be sleek.,3,2,2,4,2
1625,I want a light computer.,3,2,2,4,2
1626,I need a computer that stays within my budget.,3,2,2,4,2
1627,Our family computer needs a replacement and the new one should come with a right price.,3,2,1,4,2
1628,I need a new computer that has a high performance-cost ratio.,3,2,1,4,2
1629,I want to have a light and sturdy computer.,3,2,1,4,2
1630,"For the money I paid, I hope it come back with a high quality computer.",3,2,1,4,2
1631,"I am buying a Christmas present and it should be quick, solid and light. I want the keyboard to be backlit with clearly lit and quiet keys and large touchpad. The SSD should be in high quality, as well as the Wifi performance. I hope there would be a gorgeous screen and great audio output.",3,1,3,3,2
1632,I need a laptop that fit in my budget with cool looking and ability to play games without issues.,3,1,3,3,2
1633,I am finding for a gaming laptop that startup fast and last long with a reasonable price.,3,1,3,3,2
1634,I want something sleek to play my games well.,3,1,3,3,2
1635,I do coding and I want a computer with a nicely-spaced backlit keyboard with quiet keys. The display should also bright and it should boot up fast in a high performance-cost ratio.,3,1,3,3,2
1636,I will need a laptop for software development and it should have good build quality with a decent battery life. The keyboard should be comfortable that allow me to play games well.,3,1,3,3,2
1637,"As an artist as well as a gamer, I need the laptop to be nice looking, thin and light. It should bootup fast and has plenty of space. The screen should be bright with a wide viewing angles. The keyboard should be comfortable with nice backlight and good trackpad.",3,1,3,3,2
1638,"I would not expect too much for a mid-range computer and all I want is powerful graphic card and backlit keyboard. Besides, I want it to be fast, light and expandable. The exterior design should be nice, and the unit should be able to keep cool.",3,1,3,3,2
1639,I play tons of games and I am finding one that has good keyboard and trackpad and screen. I hope it does well for games.,3,1,3,3,2
1640,"I don't have much requirement for my new computer, it just need to be cheap.",3,2,1,3,2
1641,I enjoy gaming and I am finding a laptop that perform well in that.,3,2,1,3,2
1642,I am going to purchase a new computer on Black Friday so what I want is a computer that play games well in a low cost. The fan should be quiet.,3,2,1,3,2
1643,My household has different needs for a computer and so it should be fast and have great graphics.,3,2,1,3,2
1644,"I am looking for a working laptop for myself and it should look good with a good feel of keyboard. It should also be quiet, lightweight and economical.",3,2,1,3,2
1645,I need the computer to come with Microsoft programmes.,3,2,1,3,2
1646,I am finding a new computer with nice price and good speed.,3,2,1,3,2
1647,A fast computer is what I need.,3,2,1,3,2
1648,My old computer is too slow and I need a new one.,3,2,1,3,2
1649,I have limited budget on my new computer so it should have a great price.,3,2,1,3,2
1650,I try to present myself with a computer that has a good price.,3,2,1,3,2
1651,I surf the internet all day and I am finding a new laptop that do fast in that.,3,2,1,3,2
1652,I have a number of files that need good memory to store them.,3,2,1,3,2
1653,I need to use a laptop out of my office hour so it should have good amount of RAM within a limited price.,3,2,1,3,2
1654,I need some recommendations for a computer that comes with a high performance-cost ratio.,3,2,1,3,2
1655,I am looking for a new laptop that is fast and comfortable to type on. I hope there wont be much bloatware.,4,3,3,3,2
1656,I do the computer for school work and I want it to come with slicky trackpad and good keyboard layout. I also want it to be sleek and solid.,4,3,3,3,2
1657,My old computer needs replacement and the new one should be fast and has a perfect size. The screen should be great though.,4,3,3,3,2
1658,I need a solid hard drive to run everything smoothly.,4,3,3,3,2
1659,I need a replacement of my old computer that has a modern design and a nice screen. I want it to be fast in booting. The fingerprint sensor should be good as well as the price.,4,3,3,3,2
1660,"I have just retired and I am finding a computer for my personal use. I would like to have a laptop with a tablet PC form factor. There should be a fast storage. The battery should last long and run cool. I need an optimum screen size and a reliable touch of the laptop. The should also be enough ports for connectivity and an expandable RAM. The access to Internet should be fast. For the specs, I need a fast fingerprint reader and a backlit keyboard.",4,3,3,3,2
1661,My daughter does a lot of drawing on her tablet and she needs a handy one with rich colours shown on the screen.,4,3,3,3,2
1662,"I am in need of a new computer with a nice screen, a convenient fingerprint reader and good battery life.",4,3,3,3,2
1663,I don't work on my old computer nowadays and I need a computer with bigger keys and better keyboard. The touchscreen should be better too. I want the computer to be sturdy with a nice texture. The battery should have the best life and do fast charging.,4,3,3,3,2
1664,I am buying myself a new computer that is fast and built solidly.,4,3,3,3,2
1665,I am a student and I am finding a tablet for school that has a sleek design and a crisp screen. A reliable fingerprint sensor being featured would be nice.,4,3,3,3,2
1666,I need a new computer for myself that is light but has a huge screen with decent graphics. I hope it would be easy to setup and has a quick internet connection.,4,3,3,3,2
1667,I am taking the recommendations from my friend to find a new computer from Amazon. I want it to contain beautiful graphics and multi purple backlit keys. It should be able to refresh games fast and provide a good trackpad.,3,1,1,1,2
1668,I am a software developer and I need a fast computer to run my programmes.,3,1,1,1,2
1669,I am finding a new computer for my personal use that is slim and has a nice keyboard. The startup should be fast.,3,1,1,1,2
1670,I am coming from a high end PC and I need a laptop that plays games well.,3,1,1,1,2
1671,I am looking for a computer that fulfil my data science demand and it should come with an awesome keyboard.,3,1,1,1,2
1672,I need a new computer that run games greatly.,3,1,1,1,2
1673,"It is in due time to get a new computer and I want it to be sturdy, slim and light.",3,1,1,1,2
1674,My old computer needs replacement and I am finding a thin one with awesome design.,3,1,1,1,2
1675,I want to have a new computer that handles games well and boots up quickly. A nice display is also important.,3,1,1,1,2
1676,Some right specs should be installed in the new computer.,3,1,1,1,2
1677,I will use the computer for gaming and I hope there would be a sharp display and a high refresh rate. The keyboard should be smooth and the CPU + GPU should be fast.,3,1,1,1,2
1678,My computer doesn't play my games well so I need a new one that plays games with no stutters. The colour should be accurate on the screen.,3,1,1,1,2
1679,Good specs would make the computer more powerful.,3,1,1,1,2
1680,"I am finding a new laptop that is solid, quick and economical. The graphics and CPU performance ought to be great.",3,1,1,1,2
1681,I need a vivid development platform that is lightweight and has a nice backlit keyboard. I need the charging to be quick.,3,1,1,1,2
1682,I am buying a laptop for video editing and so a large SSD is necessary. I also want it to be fast with cool lighting on the keyboard.,3,1,1,1,2
